,locus_tag,name,location,old_locus_tag,product,note,start,end
171,ECB_RS00890,ispC,[196362:197559](+),ECB_00171,1-deoxy-D-xylulose-5-phosphate reductoisomerase,Derived by automated computational analysis using gene prediction method: Protein Homology.,196362,197559
172,ECB_RS00895,ispU,[197747:198506](+),ECB_00172,"(2E,6E)-farnesyl-diphosphate-specific ditrans,polycis-undecaprenyl-diphosphate synthase",Derived by automated computational analysis using gene prediction method: Protein Homology.,197747,198506
173,ECB_RS00900,cdsA,[198518:199376](+),ECB_00173,phosphatidate cytidylyltransferase,Derived by automated computational analysis using gene prediction method: Protein Homology.,198518,199376
174,ECB_RS00905,rseP,[199387:200740](+),ECB_00174,sigma E protease regulator RseP,Derived by automated computational analysis using gene prediction method: Protein Homology.,199387,200740
175,ECB_RS00910,bamA,[200769:203202](+),ECB_00175,outer membrane protein assembly factor BamA,Derived by automated computational analysis using gene prediction method: Protein Homology.,200769,203202
176,ECB_RS00915,skp,[203323:203809](+),ECB_00176,molecular chaperone Skp,Derived by automated computational analysis using gene prediction method: Protein Homology.,203323,203809
177,ECB_RS00920,lpxD,[203812:204838](+),ECB_00177,UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase,Derived by automated computational analysis using gene prediction method: Protein Homology.,203812,204838
178,ECB_RS00925,fabZ,[204942:205398](+),ECB_00178,3-hydroxyacyl-ACP dehydratase FabZ,Derived by automated computational analysis using gene prediction method: Protein Homology.,204942,205398
179,ECB_RS00930,lpxA,[205401:206190](+),ECB_00179,acyl-ACP--UDP-N-acetylglucosamine O-acyltransferase,Derived by automated computational analysis using gene prediction method: Protein Homology.,205401,206190
180,ECB_RS00935,lpxB,[206189:207338](+),ECB_00180,lipid-A-disaccharide synthase,Derived by automated computational analysis using gene prediction method: Protein Homology.,206189,207338
181,ECB_RS00940,rnhB,[207334:207931](+),ECB_00181,ribonuclease HII,Derived by automated computational analysis using gene prediction method: Protein Homology.,207334,207931
182,ECB_RS00945,dnaE,[207967:211450](+),ECB_00182,DNA polymerase III subunit alpha,Derived by automated computational analysis using gene prediction method: Protein Homology.,207967,211450
183,ECB_RS00950,accA,[211462:212422](+),ECB_00183,acetyl-CoA carboxylase carboxyl transferase subunit alpha,Derived by automated computational analysis using gene prediction method: Protein Homology.,211462,212422
184,ECB_RS00955,ldcC,[212520:214662](+),ECB_00184,lysine decarboxylase LdcC,Derived by automated computational analysis using gene prediction method: Protein Homology.,212520,214662
185,ECB_RS00960,,[214718:215108](+),ECB_00185,VOC family protein,Derived by automated computational analysis using gene prediction method: Protein Homology.,214718,215108
186,ECB_RS00965,tilS,[215172:216471](+),ECB_00186,tRNA lysidine(34) synthetase TilS,Derived by automated computational analysis using gene prediction method: Protein Homology.,215172,216471
187,ECB_RS00970,rof,[216519:216780](-),ECB_00187,Rho-binding antiterminator,Derived by automated computational analysis using gene prediction method: Protein Homology.,216780,216519
188,ECB_RS00975,,[216766:216967](-),ECB_00188,YaeP family protein,Derived by automated computational analysis using gene prediction method: Protein Homology.,216967,216766
189,ECB_RS00980,,[217132:217678](+),ECB_00189,YaeQ family protein,Derived by automated computational analysis using gene prediction method: Protein Homology.,217132,217678
190,ECB_RS00985,,[217674:218097](+),ECB_00190,aminoacyl-tRNA hydrolase,Derived by automated computational analysis using gene prediction method: Protein Homology.,217674,218097
191,ECB_RS00990,nlpE,[218110:218821](+),ECB_00191,envelope stress response activation lipoprotein NlpE,"NlpE, an outer membrane lipoprotein, interacts directly with CpxA, the sensor histidine kinase of the Cpx system for response to envelope stress; Derived by automated computational analysis using gene prediction method: Protein Homology.",218110,218821
192,ECB_RS00995,,[219020:219845](-),ECB_00192,YaeF family permuted papain-like enzyme,Derived by automated computational analysis using gene prediction method: Protein Homology.,219845,219020
193,ECB_RS01000,proS,[219897:221616](-),ECB_00193,proline--tRNA ligase,Derived by automated computational analysis using gene prediction method: Protein Homology.,221616,219897
194,ECB_RS01005,tsaA,[221726:222434](-),ECB_00194,tRNA (N6-threonylcarbamoyladenosine(37)-N6)-methyltransferase TrmO,Derived by automated computational analysis using gene prediction method: Protein Homology.,222434,221726
195,ECB_RS01010,rcsF,[222430:222835](-),ECB_00195,Rcs stress response system protein RcsF,Derived by automated computational analysis using gene prediction method: Protein Homology.,222835,222430
196,ECB_RS01015,metQ,[222952:223768](-),ECB_00196,methionine ABC transporter substrate-binding lipoprotein MetQ,Derived by automated computational analysis using gene prediction method: Protein Homology.,223768,222952
197,ECB_RS01020,metI,[223807:224461](-),ECB_00197,methionine ABC transporter permease MetI,Derived by automated computational analysis using gene prediction method: Protein Homology.,224461,223807
198,ECB_RS01025,metN,[224453:225485](-),ECB_00198,methionine ABC transporter ATP-binding protein MetN,Derived by automated computational analysis using gene prediction method: Protein Homology.,225485,224453
199,ECB_RS01030,gmhB,[225672:226245](+),ECB_00199,"D-glycero-beta-D-manno-heptose 1,7-bisphosphate 7-phosphatase",Derived by automated computational analysis using gene prediction method: Protein Homology.,225672,226245
200,ECB_RS01035,,[226608:228162](+),ECB_r00001,,,226608,228162
201,ECB_RS01040,,[228218:228295](+),ECB_t00001,,,228218,228295
202,ECB_RS01045,,[228337:228413](+),ECB_t00002,,,228337,228413
203,ECB_RS01050,,[228578:231505](+),ECB_r00002,,,228578,231505
204,ECB_RS01055,rrf,[231681:231797](+),ECB_r00003,,,231681,231797
205,ECB_RS01060,,[231851:231928](+),ECB_t00003,,,231851,231928
206,ECB_RS01065,dkgB,[232090:232894](+),ECB_00200,"2,5-didehydrogluconate reductase DkgB",Derived by automated computational analysis using gene prediction method: Protein Homology.,232090,232894
207,ECB_RS01070,,[232890:233805](-),ECB_00201,LysR family transcriptional regulator,Derived by automated computational analysis using gene prediction method: Protein Homology.,233805,232890
208,ECB_RS01075,,[234045:234846](+),ECB_00202,endonuclease/exonuclease/phosphatase family protein,Derived by automated computational analysis using gene prediction method: Protein Homology.,234045,234846
209,ECB_RS01080,,[234849:235473](+),ECB_00203,methyltransferase domain-containing protein,Derived by automated computational analysis using gene prediction method: Protein Homology.,234849,235473
210,ECB_RS01085,mltD,[235520:236879](-),ECB_00204,murein transglycosylase D,Derived by automated computational analysis using gene prediction method: Protein Homology.,236879,235520
211,ECB_RS01090,gloB,[236950:237706](-),ECB_00205,hydroxyacylglutathione hydrolase,Derived by automated computational analysis using gene prediction method: Protein Homology.,237706,236950
212,ECB_RS01095,,[237739:238462](+),ECB_00206,class I SAM-dependent methyltransferase,Derived by automated computational analysis using gene prediction method: Protein Homology.,237739,238462
213,ECB_RS01100,rnhA,[238458:238926](-),ECB_00207,ribonuclease HI,Derived by automated computational analysis using gene prediction method: Protein Homology.,238926,238458
214,ECB_RS01105,dnaQ,[238990:239722](+),ECB_00208,DNA polymerase III subunit epsilon,Derived by automated computational analysis using gene prediction method: Protein Homology.,238990,239722
215,ECB_RS01110,,[239854:239931](+),ECB_t00004,,,239854,239931
216,ECB_RS01115,,[240260:241046](+),ECB_00209,hypothetical protein,Derived by automated computational analysis using gene prediction method: Protein Homology.,240260,241046
217,ECB_RS01120,,[241311:242009](+),ECB_00211,IS1-like element IS1A family transposase,frameshifted; Derived by automated computational analysis using gene prediction method: Protein Homology.,241311,242009
218,ECB_RS25305,,[242010:242382](+),ECB_00212,hypothetical protein,Derived by automated computational analysis using gene prediction method: Protein Homology.,242010,242382
219,ECB_RS01125,,[242812:243949](+),ECB_00213,ISAs1 family transposase,Derived by automated computational analysis using gene prediction method: Protein Homology.,242812,243949
220,ECB_RS01130,yafV,[243989:244760](-),ECB_00214,2-oxoglutaramate amidase,Derived by automated computational analysis using gene prediction method: Protein Homology.,244760,243989
221,ECB_RS01135,,[244913:245387](+),ECB_00215,C-lysozyme inhibitor,Derived by automated computational analysis using gene prediction method: Protein Homology.,244913,245387
222,ECB_RS01140,,[245429:247874](-),ECB_00216,acyl-CoA dehydrogenase,Derived by automated computational analysis using gene prediction method: Protein Homology.,247874,245429
223,ECB_RS01145,lpcA,[248113:248692](+),ECB_00217,D-sedoheptulose 7-phosphate isomerase,Derived by automated computational analysis using gene prediction method: Protein Homology.,248113,248692
224,ECB_RS01150,,[248897:249665](+),ECB_00218,class II glutamine amidotransferase,Derived by automated computational analysis using gene prediction method: Protein Homology.,248897,249665
225,ECB_RS01155,,[249635:250376](-),ECB_00219,"murein L,D-transpeptidase",Derived by automated computational analysis using gene prediction method: Protein Homology.,250376,249635
226,ECB_RS01160,yafQ,[250531:250810](-),ECB_00220,type II toxin-antitoxin system mRNA interferase toxin YafQ,Derived by automated computational analysis using gene prediction method: Protein Homology.,250810,250531
227,ECB_RS01165,dinJ,[250812:251073](-),ECB_00221,type II toxin-antitoxin system antitoxin DinJ,Derived by automated computational analysis using gene prediction method: Protein Homology.,251073,250812
228,ECB_RS01170,,[251258:252032](+),ECB_00222,C40 family peptidase,Derived by automated computational analysis using gene prediction method: Protein Homology.,251258,252032
229,ECB_RS01175,rayT,[252207:252705](+),ECB_00223,REP-associated tyrosine transposase RayT,Derived by automated computational analysis using gene prediction method: Protein Homology.,252207,252705
230,ECB_RS01180,flhA,[252920:254660](-),,flagellar type III secretion system protein FlhA,Derived by automated computational analysis using gene prediction method: Protein Homology.,254660,252920
231,ECB_RS01185,lafU,[254619:255390](+),,putative lateral flagellar export/assembly protein LafU,Derived by automated computational analysis using gene prediction method: Protein Homology.,254619,255390
232,ECB_RS01190,dinB,[255460:256516](+),ECB_00226,DNA polymerase IV,Derived by automated computational analysis using gene prediction method: Protein Homology.,255460,256516
233,ECB_RS01195,yafN,[256567:256861](+),ECB_00227,type I toxin-antitoxin system antitoxin YafN,Derived by automated computational analysis using gene prediction method: Protein Homology.,256567,256861
234,ECB_RS01200,,[256863:257262](+),ECB_00228,type II toxin-antitoxin system YafO family toxin,Derived by automated computational analysis using gene prediction method: Protein Homology.,256863,257262
235,ECB_RS01205,,[257271:257724](+),ECB_00229,GNAT family N-acetyltransferase,Derived by automated computational analysis using gene prediction method: Protein Homology.,257271,257724
236,ECB_RS01210,,[257957:258224](+),ECB_00230,hypothetical protein,Derived by automated computational analysis using gene prediction method: Protein Homology.,257957,258224
237,ECB_RS01215,,[258156:258693](+),ECB_00231,peptide chain release factor H,Derived by automated computational analysis using gene prediction method: Protein Homology.,258156,258693
238,ECB_RS01220,pepD,[258749:260207](-),ECB_00232,cytosol nonspecific dipeptidase,Derived by automated computational analysis using gene prediction method: Protein Homology.,260207,258749
239,ECB_RS01225,,[260467:260926](+),ECB_00233,xanthine phosphoribosyltransferase,Derived by automated computational analysis using gene prediction method: Protein Homology.,260467,260926
240,ECB_RS01230,frsA,[261017:262262](+),ECB_00234,esterase FrsA,Derived by automated computational analysis using gene prediction method: Protein Homology.,261017,262262
