,UNIQUE-ID,NAME,PRODUCT-NAME,SWISS-PROT-ID,REPLICON,START-BASE,END-BASE,SYNONYMS,SYNONYMS.1,SYNONYMS.2,SYNONYMS.3,GENE-CLASS,GENE-CLASS.1,GENE-CLASS.2,GENE-CLASS.3,ACCESSION-1,TRANSCRIPTION-DIRECTION,locus_tag,name,location,old_locus_tag,product,note,start,end,distance,overlap,ecocyc_gene_len,NCBI_gene_len
3792,GCQD-3766,ECB_03532,orf,C6UHI9,CHROMOSOME-1,3791895,3792308,,,,,,,,,ECB_03532,+,ECB_RS18670,,[3792107:3792308](+),,DUF839 domain-containing protein,Derived by automated computational analysis using gene prediction method: Protein Homology.,3792107,3792308,212,201,413,201
2,GCQD-2362,yfaS,orf,C6ULN9,CHROMOSOME-1,2281102,2276498,,,,,,,,,ECB_02154,-,ECB_RS11350,,[2276497:2280892](-),ECB_02154,alpha-2-macroglobulin family protein,Derived by automated computational analysis using gene prediction method: Protein Homology.,2280892,2276497,211,4394,4604,4395
327,GCQD-1731,ECB_01533,orf,C6UHX7,CHROMOSOME-1,1620064,1619975,,,,,,,,,ECB_01533,-,ECB_RS25450,,[1619864:>1619986](+),,hypothetical protein,frameshifted; incomplete; partial in the middle of a contig; missing C-terminus; Derived by automated computational analysis using gene prediction method: Protein Homology.,1619864,1619986,211,11,89,122
959,GCQD-199,ECB_00021,putative usher protein,C6ULC0,CHROMOSOME-1,21775,20630,,,,,UNCLASSIFIED,,,,ECB_00021,-,ECB_RS00105,,[20629:>21982](-),ECB_00021,fimbria/pilus outer membrane usher protein,internal stop; incomplete; partial in the middle of a contig; missing N-terminus; Derived by automated computational analysis using gene prediction method: Protein Homology.,21982,20629,208,1145,1145,1353
427,GCQD-1542,ECB_01342,orf,C6UH12,CHROMOSOME-1,1421656,1423881,,,,,,,,,ECB_01342,+,ECB_RS07130,,[1421856:1423881](+),ECB_01342,phage tail protein,Derived by automated computational analysis using gene prediction method: Protein Homology.,1421856,1423881,200,2025,2225,2025
836,GCQD-2731,insB-20,IS1 protein InsB,C6UAU3,CHROMOSOME-1,2682857,2683360,,,,,UNCLASSIFIED,,,,ECB_02514,+,ECB_RS13270,,[2682662:2683360](+),ECB_02514,IS1-like element IS1A family transposase,frameshifted; Derived by automated computational analysis using gene prediction method: Protein Homology.,2682662,2683360,195,503,503,698
2881,GCQD-1444,insB-11,IS1 protein InsA,C6UCE2,CHROMOSOME-1,1322970,1323473,,,,,UNCLASSIFIED,,,,ECB_01244,+,ECB_RS06590,,[1322775:1323473](+),ECB_01244,IS1 family transposase,frameshifted; Derived by automated computational analysis using gene prediction method: Protein Homology.,1322775,1323473,195,503,503,698
3807,GCQD-2665,insB-19,IS1 protein InsB,C6UAW7,CHROMOSOME-1,2618278,2618781,,,,,UNCLASSIFIED,,,,ECB_02452,+,ECB_RS12910,,[2618083:2618781](+),,IS1 family transposase,frameshifted; Derived by automated computational analysis using gene prediction method: Protein Homology.,2618083,2618781,195,503,503,698
297,GCQD-3048,insB-1,IS1 protein InsB,,CHROMOSOME-1,3024463,3023960,,,,,UNCLASSIFIED,,,,ECB_02823,-,ECB_RS14920,,[3023959:3024657](-),ECB_02823,IS1-like element IS1A family transposase,frameshifted; Derived by automated computational analysis using gene prediction method: Protein Homology.,3024657,3023959,195,503,503,698
2424,GCQD-499,insB-4,IS1 protein InsB,C6UB43,CHROMOSOME-1,353782,353279,,,,,UNCLASSIFIED,,,,ECB_00313,-,ECB_RS01650,,[353278:353976](-),ECB_00313,IS1 family transposase,frameshifted; Derived by automated computational analysis using gene prediction method: Protein Homology.,353976,353278,195,503,503,698
3538,GCQD-3461,insB-23,IS1 protein InsB,C6UAU3,CHROMOSOME-1,3433980,3433477,,,,,UNCLASSIFIED,,,,ECB_03227,-,ECB_RS17075,,[3433476:3434174](-),ECB_03227,IS1-like element IS1A family transposase,frameshifted; Derived by automated computational analysis using gene prediction method: Protein Homology.,3434174,3433476,195,503,503,698
1349,GCQD-4471,insB-1,IS1 protein InsB,C6UCS4,CHROMOSOME-1,4550928,4551431,,,,,UNCLASSIFIED,,,,ECB_04209,+,ECB_RS22430,,[4550733:4551431](+),ECB_04209,IS1-like element IS1A family transposase,frameshifted; Derived by automated computational analysis using gene prediction method: Protein Homology.,4550733,4551431,195,503,503,698
3104,GCQD-690,insB-6,IS1 protein InsB,C6UCE2,CHROMOSOME-1,547450,546947,,,,,UNCLASSIFIED,,,,ECB_00504,-,ECB_RS02630,,[546946:547644](-),ECB_00504,IS1 family transposase,frameshifted; Derived by automated computational analysis using gene prediction method: Protein Homology.,547644,546946,195,503,503,698
3036,GCQD-422,insB-3,IS1 protein InsB,C6UAW7,CHROMOSOME-1,263041,263544,,,,,UNCLASSIFIED,,,,ECB_00237,+,ECB_RS01240,,[262846:263544](+),ECB_00237,IS1 family transposase,frameshifted; Derived by automated computational analysis using gene prediction method: Protein Homology.,262846,263544,195,503,503,698
229,GCQD-2247,insB-1,IS1 protein InsB,,CHROMOSOME-1,2143582,2143079,,,,,UNCLASSIFIED,,,,ECB_02040,-,ECB_RS10760,,[2143078:2143776](-),ECB_02040,IS1-like element IS1A family transposase,frameshifted; Derived by automated computational analysis using gene prediction method: Protein Homology.,2143776,2143078,195,503,503,698
1651,GCQD-1573,insB-12,IS1 protein InsB,C6UCE2,CHROMOSOME-1,1460409,1460912,,,,,UNCLASSIFIED,,,,ECB_01373,+,ECB_RS07290,,[1460214:1460912](+),ECB_01373,IS1 family transposase,frameshifted; Derived by automated computational analysis using gene prediction method: Protein Homology.,1460214,1460912,195,503,503,698
1959,GCQD-2142,insB-14,IS1 protein InsB,C6UB43,CHROMOSOME-1,2034844,2034341,,,,,UNCLASSIFIED,,,,ECB_01934,-,ECB_RS10260,,[2034340:2035038](-),ECB_01934,IS1 family transposase,frameshifted; Derived by automated computational analysis using gene prediction method: Protein Homology.,2035038,2034340,195,503,503,698
750,GCQD-526,insB-5,IS1 protein InsB,C6UB43,CHROMOSOME-1,377267,376764,,,,,UNCLASSIFIED,,,,ECB_00340,-,ECB_RS01790,,[376763:377461](-),ECB_00340,IS1 family transposase,frameshifted; Derived by automated computational analysis using gene prediction method: Protein Homology.,377461,376763,195,503,503,698
3703,GCQD-772,insB-2,IS1 protein InsB,,CHROMOSOME-1,634496,633993,,,,,UNCLASSIFIED,,,,ECB_00587,-,ECB_RS03060,,[633992:634690](-),ECB_00587,IS1 family transposase,frameshifted; Derived by automated computational analysis using gene prediction method: Protein Homology.,634690,633992,195,503,503,698
465,GCQD-2084,insB-13,IS1 protein InsB,C6UCE2,CHROMOSOME-1,1973521,1974024,,,,,UNCLASSIFIED,,,,ECB_01881,+,ECB_RS09950,,[1973326:1974024](+),ECB_01881,IS1 family transposase,frameshifted; Derived by automated computational analysis using gene prediction method: Protein Homology.,1973326,1974024,195,503,503,698
3407,GCQD-2477,insB-18,IS1 protein InsB,C6UAU3,CHROMOSOME-1,2407960,2407457,,,,,UNCLASSIFIED,,,,ECB_02270,-,ECB_RS23940,,[2407456:2408154](-),ECB_02270,IS1-like element IS1A family transposase,frameshifted; Derived by automated computational analysis using gene prediction method: Protein Homology.,2408154,2407456,195,503,503,698
2452,GCQD-202,insB-1,IS1 protein InsB,,CHROMOSOME-1,23540,24043,,,,,UNCLASSIFIED,,,,ECB_00024,+,ECB_RS00120,,[23345:24043](+),ECB_00024,IS1 family transposase,frameshifted; Derived by automated computational analysis using gene prediction method: Protein Homology.,23345,24043,195,503,503,698
3494,GCQD-2230,insB-15,IS1 protein InsB,C6UB43,CHROMOSOME-1,2128849,2129352,,,,,UNCLASSIFIED,,,,ECB_02023,+,ECB_RS10685,,[2128654:2129352](+),ECB_02023,IS1 family transposase,frameshifted; Derived by automated computational analysis using gene prediction method: Protein Homology.,2128654,2129352,195,503,503,698
3735,GCQD-756,insB-8,IS1 protein InsB,C6UB43,CHROMOSOME-1,619635,619132,,,,,UNCLASSIFIED,,,,ECB_00571,-,ECB_RS02980,,[619131:619829](-),ECB_00571,IS1 family transposase,frameshifted; Derived by automated computational analysis using gene prediction method: Protein Homology.,619829,619131,195,503,503,698
768,GCQD-2866,insB-1,IS1 protein InsB,,CHROMOSOME-1,2822705,2822202,,,,,UNCLASSIFIED,,,,ECB_02646,-,ECB_RS13980,,[2822201:2822899](-),ECB_02646,IS1-like element IS1A family transposase,frameshifted; Derived by automated computational analysis using gene prediction method: Protein Homology.,2822899,2822201,195,503,503,698
2444,GCQD-3718,insB-1,IS1 protein InsB,,CHROMOSOME-1,3741716,3741213,,,,,UNCLASSIFIED,,,,ECB_03484,-,ECB_RS18445,,[3741212:3741910](-),ECB_03484,IS1-like element IS1A family transposase,frameshifted; Derived by automated computational analysis using gene prediction method: Protein Homology.,3741910,3741212,195,503,503,698
817,GCQD-2351,insB-17,IS1 protein InsB,C6UCE2,CHROMOSOME-1,2263258,2262755,,,,,UNCLASSIFIED,,,,ECB_02143,-,ECB_RS25510,,[2262754:2263452](-),ECB_02143,IS1 family transposase,frameshifted; Derived by automated computational analysis using gene prediction method: Protein Homology.,2263452,2262754,195,503,503,698
3330,GCQD-4442,insB-1,IS1 protein InsB,,CHROMOSOME-1,4522089,4521586,,,,,UNCLASSIFIED,,,,ECB_04180,-,ECB_RS22265,,[4521585:4522283](-),ECB_04180,IS1-like element IS1A family transposase,frameshifted; Derived by automated computational analysis using gene prediction method: Protein Homology.,4522283,4521585,195,503,503,698
3066,GCQD-396,insB-2,IS1 protein InsB,,CHROMOSOME-1,241506,242009,,,,,UNCLASSIFIED,,,,ECB_00211,+,ECB_RS01120,,[241311:242009](+),ECB_00211,IS1-like element IS1A family transposase,frameshifted; Derived by automated computational analysis using gene prediction method: Protein Homology.,241311,242009,195,503,503,698
665,GCQD-1317,insB-1,IS1 protein InsB,,CHROMOSOME-1,1193864,1194367,,,,,UNCLASSIFIED,,,,ECB_01117,+,ECB_RS05915,,[1193669:1194367](+),ECB_01117,IS1-like element IS1A family transposase,frameshifted; Derived by automated computational analysis using gene prediction method: Protein Homology.,1193669,1194367,195,503,503,698
197,GCQD-730,insB-7,IS1 protein insB,C6UCE2,CHROMOSOME-1,590073,589570,,,,,UNCLASSIFIED,,,,ECB_00545,-,ECB_RS23205,,[589569:590267](-),ECB_00545,IS1 family transposase,frameshifted; Derived by automated computational analysis using gene prediction method: Protein Homology.,590267,589569,195,503,503,698
3029,GCQD-4426,insB-1,IS1 protein InsB,,CHROMOSOME-1,4505860,4505357,,,,,UNCLASSIFIED,,,,ECB_04163,-,ECB_RS22165,,[4505356:4506054](-),ECB_04163,IS1-like element IS1A family transposase,frameshifted; Derived by automated computational analysis using gene prediction method: Protein Homology.,4506054,4505356,195,503,503,698
3863,GCQD-2208,ECB_02000,bacteriophage capsid portal protein,C6UKP7,CHROMOSOME-1,2111440,2112390,,,,,UNCLASSIFIED,,,,ECB_02000,+,ECB_RS10580,,[<2111631:2112390](+),,phage portal protein,incomplete; partial in the middle of a contig; missing N-terminus; Derived by automated computational analysis using gene prediction method: Protein Homology.,2111631,2112390,191,759,950,759
3368,GCQD-927,ECB_00729,orf,C6UDS5,CHROMOSOME-1,790430,790059,,,,,,,,,ECB_00729,-,ECB_RS23305,,[790058:>790241](-),,DUF551 domain-containing protein,incomplete; partial in the middle of a contig; missing N-terminus; Derived by automated computational analysis using gene prediction method: Protein Homology.,790241,790058,190,182,371,183
3042,GCQD-2722,smpA,small membrane lipoprotein,C6UC04,CHROMOSOME-1,2675089,2675241,,,,,UNCLASSIFIED,,,,ECB_02505,+,ECB_RS13230,bamE,[2674899:2675241](+),,outer membrane protein assembly factor BamE,Derived by automated computational analysis using gene prediction method: Protein Homology.,2674899,2675241,190,152,152,342
2564,GCQD-2409,nuoN,NADH dehydrogenase subunit N,C6ULT5,CHROMOSOME-1,2334849,2333572,,,,,UNCLASSIFIED,,,,ECB_02201,-,ECB_RS11590,nuoN,[2333571:2335029](-),ECB_02201,NADH-quinone oxidoreductase subunit NuoN,Derived by automated computational analysis using gene prediction method: Protein Homology.,2335029,2333571,181,1277,1277,1458
2792,GCQD-3941,yigG,putative inner membrane protein,C6UIR6,CHROMOSOME-1,3967454,3967248,,,,,UNCLASSIFIED,,,,ECB_03697,-,ECB_RS19570,,[3967247:3967628](-),,hypothetical protein,internal stop; Derived by automated computational analysis using gene prediction method: Protein Homology.,3967628,3967247,175,206,206,381
3753,GCQD-3894,yifO,conserved protein,,CHROMOSOME-1,3922089,3921814,,,,,,,,,ECB_03654,-,ECB_RS25635,,[3921813:3922262](-),,hypothetical protein,frameshifted; Derived by automated computational analysis using gene prediction method: Protein Homology.,3922262,3921813,174,275,275,449
4215,GCQD-928,ECB_00730,putative Rz1 lytic protein,C6UDS6,CHROMOSOME-1,790244,790588,,,,,UNCLASSIFIED,,,,ECB_00730,+,ECB_RS25360,,[<790236:790425](+),,DUF2570 domain-containing protein,incomplete; partial in the middle of a contig; missing N-terminus; Derived by automated computational analysis using gene prediction method: Protein Homology.,790236,790425,171,181,344,189
258,GCQD-1876,ydiV,orf,C6UJ23,CHROMOSOME-1,1769117,1768575,,,,,,,,,ECB_01676,-,ECB_RS08850,ydiV,[1768574:1769287](-),,anti-FlhDC factor,frameshifted; Derived by automated computational analysis using gene prediction method: Protein Homology.,1769287,1768574,171,542,542,713
2542,GCQD-3780,nepI,ribonucleoside transporter,C6UHY5,CHROMOSOME-1,3801836,3800481,,,,,transport,UNCLASSIFIED,,,ECB_03546,-,ECB_RS18740,nepI,[3800480:3801671](-),ECB_03546,purine ribonucleoside efflux pump NepI,Derived by automated computational analysis using gene prediction method: Protein Homology.,3801671,3800480,166,1190,1355,1191
1814,GCQD-2942,ygfS,"putative oxidoreductase, 4Fe-4S ferredoxin-type subunit",C6UCZ6,CHROMOSOME-1,2914610,2914278,,,,,UNCLASSIFIED,,,,ECB_02718,-,ECB_RS14370,,[2914277:2914766](-),,4Fe-4S dicluster domain-containing protein,Derived by automated computational analysis using gene prediction method: Protein Homology.,2914766,2914277,157,332,332,489
3580,GCQD-4415,yjhV,KpLE2 phage-like element; predicted protein,,CHROMOSOME-1,4494752,4495165,,,,,,,,,ECB_04152,+,ECB_RS25665,,[4494907:4495165](+),,hypothetical protein,Derived by automated computational analysis using gene prediction method: Protein Homology.,4494907,4495165,155,258,413,258
1649,GCQD-3758,ECB_03523,TrbC-like protein,C6UHI2,CHROMOSOME-1,3784910,3786073,,,,,UNCLASSIFIED,,,,ECB_03523,+,ECB_RS18640,,[3784909:>3785923](+),ECB_03523,conjugal transfer domain protein,incomplete; partial in the middle of a contig; missing C-terminus; Derived by automated computational analysis using gene prediction method: Protein Homology.,3784909,3785923,151,1013,1163,1014
340,GCQD-4502,yjjB,conserved inner membrane protein,C6ULY5,CHROMOSOME-1,4591184,4590858,,,,,UNCLASSIFIED,,,,ECB_04240,-,ECB_RS22590,,[4590857:4591331](-),,threonine/serine exporter,Derived by automated computational analysis using gene prediction method: Protein Homology.,4591331,4590857,148,326,326,474
950,GCQD-3717,waaY,lipopolysaccharide core biosynthesis protein,C6UHE2,CHROMOSOME-1,3740539,3739991,,,,,UNCLASSIFIED,,,,ECB_03482,-,ECB_RS18435,rfaY,[3739990:3740683](-),,lipopolysaccharide core heptose(II) kinase RfaY,Derived by automated computational analysis using gene prediction method: Protein Homology.,3740683,3739990,145,548,548,693
3973,GCQD-3221,yhaV,orf,C6UEH6,CHROMOSOME-1,3210409,3210729,,,,,,,,,ECB_02995,+,ECB_RS15830,,[3210264:3210729](+),,type II toxin-antitoxin system YhaV family toxin,internal stop; Derived by automated computational analysis using gene prediction method: Protein Homology.,3210264,3210729,145,320,320,465
1945,GCQD-2149,vioB,VioB,C6UKI8,CHROMOSOME-1,2040128,2039691,,,,,"surface antigens (ECA, O antigen of LPS)",,,,ECB_01941,-,ECB_RS10290,,[2039690:2040269](-),,acyltransferase,Derived by automated computational analysis using gene prediction method: Protein Homology.,2040269,2039690,142,437,437,579
481,GCQD-1398,ychO,predicted invasin,,CHROMOSOME-1,1274075,1275328,ychP,,,,,,,,ECB_01198,+,ECB_RS06360,ychO,[1273933:1275328](+),ECB_01198,inverse autotransporter invasin YchO,Derived by automated computational analysis using gene prediction method: Protein Homology.,1273933,1275328,142,1253,1253,1395
494,GCQD-1348,ycgI,predicted protein,C6UG40,CHROMOSOME-1,1223856,1224068,,,,,,,,,ECB_01148,+,ECB_RS24925,,[<1223724:1224068](+),,autotransporter outer membrane beta-barrel domain-containing protein,frameshifted; incomplete; partial in the middle of a contig; missing N-terminus; Derived by automated computational analysis using gene prediction method: Protein Homology.,1223724,1224068,132,212,212,344
1708,GCQD-3908,rffC,dTDP-fucosamine acetyltransferase,,CHROMOSOME-1,3936396,3936941,rff,wecD,yifH,,UNCLASSIFIED,,,,ECB_03668,+,ECB_RS19405,,[3936266:3936941](+),ECB_03668,dTDP-fucosamine acetyltransferase,Derived by automated computational analysis using gene prediction method: Protein Homology.,3936266,3936941,130,545,545,675
261,GCQD-3064,yghF,"predicted secretion pathway protein, C-type protein",C6UDN5,CHROMOSOME-1,3039854,3039024,ecfA,,,,UNCLASSIFIED,,,,ECB_02839,-,ECB_RS14995,gspC,[3039023:3039983](-),ECB_02839,type II secretion system protein GspC,Derived by automated computational analysis using gene prediction method: Protein Homology.,3039983,3039023,130,830,830,960
3444,GCQD-713,ECB_00527,orf,C6UCG4,CHROMOSOME-1,571191,570901,,,,,,,,,ECB_00527,-,ECB_RS02760,,[570900:571062](-),,hypothetical protein,Derived by automated computational analysis using gene prediction method: Protein Homology.,571062,570900,130,161,290,162
226,GCQD-1952,yeaG,protein kinase,C6UJ97,CHROMOSOME-1,1844263,1846071,,,,,,,,,ECB_01752,+,ECB_RS09245,,[1844136:1846071](+),ECB_01752,PrkA family serine protein kinase,internal stop; Derived by automated computational analysis using gene prediction method: Protein Homology.,1844136,1846071,127,1808,1808,1935
1968,GCQD-3212,tdcR,TdcR DNA-binding transcriptional activator,C6UEG7,CHROMOSOME-1,3200414,3200632,,,,,UNCLASSIFIED,,,,ECB_02986,+,ECB_RS15785,tdcR,[3200287:3200632](+),,DNA-binding transcriptional activator TdcR,Derived by automated computational analysis using gene prediction method: Protein Homology.,3200287,3200632,127,218,218,345
860,GCQD-3100,yghXY,putative hydrolase,C6UE56,CHROMOSOME-1,3081789,3081025,,,,,UNCLASSIFIED,,,,ECB_02875,-,ECB_RS15190,,[3081024:3081912](-),ECB_02875,dienelactone hydrolase family protein,Derived by automated computational analysis using gene prediction method: Protein Homology.,3081912,3081024,124,764,764,888
228,GCQD-2870,ECB_02650,D-ribose-binding periplasmic protein,C6UCS8,CHROMOSOME-1,2827296,2826223,,,,,UNCLASSIFIED,,,,ECB_02650,-,ECB_RS14000,,[2826222:2827173](-),ECB_02650,ABC transporter substrate-binding protein,Derived by automated computational analysis using gene prediction method: Protein Homology.,2827173,2826222,124,950,1073,951
